frameNum,pointNum,xPos,yPos,zPos,Doppler,SNR,cluster,global_cluster
1021,1,0.4646939569417787,2.2924073119747224,0.0467868819056814,0.0,1.0,0,23
1021,1,0.4741273042539048,2.224462220759737,0.0910257242323174,0.0,1.0,0,23
1021,1,0.5413570854245066,2.1201262035442934,0.3307065955354488,0.0,1.0,0,23
1021,1,0.549182861889169,1.8403463242779527,0.6364468102593837,0.0,1.0,0,23
1021,1,0.5046473523012438,1.7549635634613066,0.1647923241083234,0.0,1.0,0,23
1021,1,0.5204080381446746,1.809772984860729,0.2270641349093309,0.0,1.0,0,23
1021,1,0.549294363278073,1.8407199724477368,0.3893918982662134,0.0,1.0,0,23
1021,1,0.5675585590847244,1.8347625707665347,0.6364468102593837,0.0,1.0,0,23
1021,1,0.5205230335221553,1.7443054361696957,0.2194923376070954,0.0,1.0,0,23
1021,1,0.5542338418887233,1.7916873814562058,0.2834467849443572,0.0,1.0,0,23
1021,1,0.5652589503933885,1.8273285608538368,0.4277300721488222,0.0,1.0,0,23
1021,1,0.5858775008998722,1.828995342535205,0.6364468102593837,0.0,1.0,0,23
1021,1,0.5361465124577771,1.6737448915440707,0.2119205403048599,0.0,1.0,0,23
1021,1,0.5530444075597226,1.7264968258522442,0.2739948228261389,0.0,1.0,0,23
1021,1,0.5721227052298359,1.7860555519145045,0.2834467849443572,0.0,1.0,0,23
1021,1,0.5835036683295377,1.8215847000230216,0.4277300721488222,0.0,1.0,0,23
1021,1,0.6041378554557788,1.823045216301956,0.6364468102593837,0.0,1.0,0,23
1021,1,0.6230241618230483,1.8800364976221573,0.6563431457339449,0.0,1.0,0,23
1021,1,0.5528568749420075,1.6682998293531854,0.2119205403048599,0.0,1.0,0,23
1021,1,0.5702814356956226,1.7208801499558002,0.2739948228261389,0.0,1.0,0,23
1021,1,0.5880532312012925,1.7745082854701115,0.320896628731227,0.0,1.0,0,23
1021,1,0.6016900363877139,1.8156586822483296,0.4277300721488222,0.0,1.0,0,23
1021,1,0.622337796732287,1.8169127870744248,0.6364468102593837,0.0,1.0,0,23
1021,1,0.6417930620941144,1.873712358942685,0.6563431457339449,0.0,1.0,0,23
1021,1,0.5671958589432194,1.6559261132791363,0.2645428607079206,0.0,1.0,0,23
1021,1,0.5855683440140839,1.709564512281836,0.3101958448813522,0.0,1.0,0,23
1021,1,0.6057686154942534,1.7685391266269823,0.320896628731227,0.0,1.0,0,23
1021,1,0.6198162359463475,1.8095511001265727,0.4277300721488222,0.0,1.0,0,23
1021,1,0.6404755047505172,1.8105986680903976,0.6364468102593837,0.0,1.0,0,23
1021,1,0.6604977835966658,1.867200850597116,0.6563431457339449,0.0,1.0,0,23
1021,1,0.5837264841642469,1.6501714537366508,0.2645428607079206,0.0,1.0,0,23
1021,1,0.602634425656904,1.703623449057333,0.3101958448813522,0.0,1.0,0,23
1021,1,0.6199329391232761,1.7525256556364237,0.3768260627736939,0.0,1.0,0,23
1021,1,0.6511863901439502,1.783933076955899,0.4849117725590658,0.0,1.0,0,23
1021,1,0.658549165754863,1.8041034907564824,0.6364468102593837,0.0,1.0,0,23
1021,1,0.699723745993583,1.9169017567051765,0.6762394812085062,0.0,1.0,0,23
1021,1,0.5982645991720272,1.6389531835866753,0.2994950610314774,0.0,1.0,0,23
1021,1,0.6161709416867966,1.6880078278220034,0.3642602272811746,0.0,1.0,0,23
1021,1,0.6374269068145251,1.7462388041567412,0.3768260627736939,0.0,1.0,0,23
1021,1,0.6689928641473711,1.777332125823969,0.4849117725590658,0.0,1.0,0,23
1021,1,0.6944971239034506,1.7905725771288878,0.6364468102593837,0.0,1.0,0,23
1021,1,0.7162082041391572,1.8465487123091189,0.6563431457339449,0.0,1.0,0,23
1021,1,0.5970077337669915,1.5860872087802915,0.2043487430026244,0.0,1.0,0,23
1021,1,0.6146239445047342,1.632888690466318,0.2994950610314774,0.0,1.0,0,23
1021,1,0.633019929965535,1.6817618215532133,0.3642602272811746,0.0,1.0,0,23
1021,1,0.6693622922462479,1.7257692269822644,0.4139270481368768,0.0,1.0,0,23
1021,1,0.6867324394248602,1.7705534429685064,0.4849117725590658,0.0,1.0,0,23
1021,1,0.612838491017146,1.5800379273808218,0.2043487430026244,0.0,1.0,0,23
1021,1,0.6273893608441043,1.6175534009353905,0.3516943917886552,0.0,1.0,0,23
1021,1,0.663690971538308,1.6616671233923757,0.4001240241249313,0.0,1.0,0,23
1021,1,0.6865862286693678,1.7189894280308091,0.4139270481368768,0.0,1.0,0,23
1021,1,0.7044033420337518,1.7635977062521182,0.4849117725590658,0.0,1.0,0,23
1021,1,0.6286079649316355,1.573830643512371,0.2043487430026244,0.0,1.0,0,23
1021,1,0.6596127977611006,1.6046829506191542,0.3516943917886552,0.0,1.0,0,23
1021,1,0.6802741811871466,1.654947241779844,0.4001240241249313,0.0,1.0,0,23
1021,1,0.6987044474190816,1.6997837490431087,0.4692634717354123,0.0,1.0,0,23
1021,1,0.7220038048985895,1.7564656112426484,0.4849117725590658,0.0,1.0,0,23
1021,1,0.6443145785762799,1.5674659778981257,0.2043487430026244,0.0,1.0,0,23
1021,1,0.6727523161163915,1.5912089008754782,0.386321000112986,0.0,1.0,0,23
1021,1,0.691802064620251,1.636265794256037,0.4536151709117588,0.0,1.0,0,23
1021,1,0.715667066304042,1.6927118326998298,0.4692634717354123,0.0,1.0,0,23
1021,1,0.6599567613028742,1.5609445669993145,0.2043487430026244,0.0,1.0,0,23
1021,1,0.6886305022353542,1.5844019302110182,0.386321000112986,0.0,1.0,0,23
1021,1,0.7081298596740587,1.6292660764599436,0.4536151709117588,0.0,1.0,0,23
1021,1,0.6755329489062506,1.554267062951564,0.2043487430026244,0.0,1.0,0,23
1021,1,0.7044398258810284,1.5774365206809502,0.386321000112986,0.0,1.0,0,23
1021,1,0.7345660383469593,1.601684221530656,0.5066980946811186,0.0,1.0,0,23
1022,1,0.4966458464861389,2.2209424144851857,0.0455219662055171,0.0,1.0,0,23
1022,1,0.539612564360542,2.113294105249236,0.3744005479806013,0.0,1.0,0,23
1022,1,0.6041378554557788,1.823045216301956,0.6364468102593837,0.0,1.0,0,23
1022,1,0.5488341808536118,1.6561609555046606,0.2994950610314774,0.0,1.0,0,23
1022,1,0.5684437060274521,1.7153346204873858,0.3101958448813522,0.0,1.0,0,23
