frameNum,pointNum,xPos,yPos,zPos,Doppler,SNR,cluster,global_cluster
1321,1,1.2254144009700916,2.898377687260545,0.7036814375734067,0.0,1.0,0,26
1321,1,1.2494514488415005,2.955230653214717,0.7174844615853522,0.0,1.0,0,26
1321,1,1.2596950704869796,2.898308010868136,0.640609273448676,0.0,1.0,0,26
1321,1,1.2844045489203186,2.9551596100889173,0.6531751089411955,0.0,1.0,0,26
1321,1,1.266510438355236,2.7615621736099185,0.8736293165043285,0.0,1.0,0,26
1321,1,1.2958701276535678,2.901813313668975,0.54552849840192,0.0,1.0,0,26
1321,1,1.3255608103662586,2.9682990027430893,0.491315232477032,0.0,1.0,0,26
1321,1,1.2769640122548869,2.784355664595908,0.4629593461223771,0.0,1.0,0,26
1321,1,1.329106022438955,2.898048689635089,0.4818632703588137,0.0,1.0,0,26
1321,1,1.3607107709960216,2.9669612508572394,0.3935838194533559,0.0,1.0,0,26
1321,1,1.3608751075051015,3.0473775272136767,0.3011830259541815,0.0,1.0,0,26
1321,1,1.363564921672801,2.896392007453117,0.3860120221511204,0.0,1.0,0,26
1321,1,1.3650199666671166,2.976357234817256,0.2954982075741153,0.0,1.0,0,26
1321,1,1.3168874567847997,2.7261643326787346,0.2122765470150082,0.0,1.0,0,26
1321,1,1.396869922655894,2.891740627428958,0.289813389194049,0.0,1.0,0,26
1321,1,1.39926235693628,2.9722180752408347,0.1314749367797042,0.0,1.0,0,26
1321,1,1.4261814791554934,3.029397846591753,0.1340042622306407,0.0,1.0,0,26
1321,1,1.4280049399884058,2.882245483090337,0.2255307169192402,0.0,1.0,0,26
1321,1,1.4592985193705377,2.945407573989413,0.0657506180745476,0.0,1.0,0,26
1321,1,1.4883069353491885,2.92993482916178,-0.0986177082712285,0.0,1.0,0,26
1321,1,1.542480233897303,3.036582342827676,0.2388023725357469,0.0,1.0,0,26
1321,1,1.5154825589243903,2.9109700950903856,-0.1971466672654756,0.0,1.0,0,26
1321,1,1.5942889671075875,3.06234306614298,0.4162992113600624,0.0,1.0,0,26
1322,1,1.2013773530986824,2.841524721306372,0.6898784135614613,0.0,1.0,0,26
1322,1,1.2352597533252052,2.842087202247605,0.8911088117258069,0.0,1.0,0,26
1322,1,1.240508447207652,2.934078464720636,0.8134023878729942,0.0,1.0,0,26
1322,1,1.2170904793664024,2.8002833137509247,0.5241269307021703,0.0,1.0,0,26
1322,1,1.2297320577271649,2.8293690732267085,0.6898784135614613,0.0,1.0,0,26
1322,1,1.2636183885634096,2.829592707696477,0.8911088117258069,0.0,1.0,0,26
1322,1,1.2789407901281096,2.9425885869517154,0.7174844615853522,0.0,1.0,0,26
1322,1,1.2236566221463294,2.7401072080679114,0.4535447435382229,0.0,1.0,0,26
1322,1,1.2450319911523502,2.787972599084039,0.5241269307021703,0.0,1.0,0,26
1322,1,1.2633379331990633,2.828964690202453,0.6280434379561567,0.0,1.0,0,26
1322,1,1.2739489354293745,2.8527256727933867,0.7977540870493407,0.0,1.0,0,26
1322,1,1.308302238407203,2.929652264295322,0.7174844615853522,0.0,1.0,0,26
1322,1,1.2728490007822717,2.7753830894930114,0.5241269307021703,0.0,1.0,0,26
1322,1,1.291563941609592,2.81619007465864,0.6280434379561567,0.0,1.0,0,26
1322,1,1.3118012924332914,2.860316598085781,0.7036814375734067,0.0,1.0,0,26
1322,1,1.3432469273315737,2.928882219994921,0.6531751089411955,0.0,1.0,0,26
1322,1,1.319660794708033,2.803133842466768,0.6280434379561567,0.0,1.0,0,26
1322,1,1.346064446828328,2.8592186872389376,0.640609273448676,0.0,1.0,0,26
1322,1,1.3801956740827928,2.9317179223344847,0.5562292822517948,0.0,1.0,0,26
1322,1,1.355213384670497,2.805505036457554,0.5348277145520451,0.0,1.0,0,26
1322,1,1.3823283697493134,2.861637323861568,0.54552849840192,0.0,1.0,0,26
1322,1,1.4139999641129348,2.92720250976134,0.491315232477032,0.0,1.0,0,26
1322,1,1.4539999564039088,3.010008790381035,0.2343784873302447,0.0,1.0,0,26
1322,1,1.415436387725946,2.8568774665148804,0.4818632703588137,0.0,1.0,0,26
1322,1,1.4490939819113304,2.9248110191910355,0.3935838194533559,0.0,1.0,0,26
1322,1,1.4498300886091682,2.854187917888096,0.3860120221511204,0.0,1.0,0,26
1322,1,1.4829506377999226,2.919390228197957,0.2954982075741153,0.0,1.0,0,26
1322,1,1.514496418388645,2.909075896049817,0.2299546021247424,0.0,1.0,0,26
1323,1,1.270451059402959,2.844892956376507,0.5348277145520451,0.0,1.0,0,26
1323,1,1.2886146826731135,2.885566356206504,0.640609273448676,0.0,1.0,0,26
1323,1,1.2988359921636397,2.832046414351124,0.5348277145520451,0.0,1.0,0,26
1323,1,1.324822983545008,2.888709739209237,0.54552849840192,0.0,1.0,0,26
1323,1,1.32709104241327,2.8189166700569968,0.5348277145520451,0.0,1.0,0,26
1323,1,1.3580195709375151,2.8846129500038376,0.4818632703588137,0.0,1.0,0,26
1323,1,1.3903118533818426,2.953206023415719,0.3935838194533559,0.0,1.0,0,26
1323,1,1.359594673120528,2.8145749932272945,0.4724113082405954,0.0,1.0,0,26
1323,1,1.3867973186167313,2.8708887514943173,0.4818632703588137,0.0,1.0,0,26
1323,1,1.4242701467551295,2.948463404505987,0.2954982075741153,0.0,1.0,0,26
1323,1,1.3654606207775233,2.7560077674561105,0.3708684275466494,0.0,1.0,0,26
1323,1,1.3876719741661176,2.8008385458273115,0.4724113082405954,0.0,1.0,0,26
1323,1,1.421216194866728,2.868543268612727,0.3860120221511204,0.0,1.0,0,26
1323,1,1.4536830758223689,2.934073518798828,0.2954982075741153,0.0,1.0,0,26
