frameNum,pointNum,xPos,yPos,zPos,Doppler,SNR,cluster,global_cluster
146,1,-0.9318259692811977,2.0317995582382915,-0.4298900706160545,0.0,1.0,0,2
146,1,-0.8861349985776726,1.984302502008253,-0.4179447452051966,0.0,1.0,0,2
146,1,-0.5449392077092242,1.5405213725588014,-0.1804755311307837,0.0,1.0,0,2
146,1,-0.5509027527450169,1.6083584528411663,-0.1534226873481909,0.0,1.0,0,2
146,1,-0.5546077014240316,1.6735831199362938,-0.1591075057282572,0.0,1.0,0,2
146,1,-0.4289869352221196,1.386798171738782,-0.0872026586178444,0.0,1.0,0,2
146,1,-0.4669333799062934,1.5094687143387595,-0.0474153881377064,0.0,1.0,0,2
146,1,-0.395355535691309,1.3248612755131417,-0.1527016203180779,0.0,1.0,0,2
146,1,-0.4150977357795045,1.3910186301700005,-0.0872026586178444,0.0,1.0,0,2
146,1,-0.4337372578043235,1.453480841256981,-0.045518172702179,0.0,1.0,0,2
146,1,-0.4011670269110807,1.395099987903598,-0.0872026586178444,0.0,1.0,0,2
146,1,-0.2989561316536324,1.7415919430805085,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2815255551946067,1.7444943756368532,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2915842990816616,1.80682414220035,-0.1099440086476312,0.0,1.0,0,2
146,1,-0.2546318727253111,1.6847951243557202,-0.1023585616370365,0.0,1.0,0,2
146,1,-0.2640668264159239,1.7472223602171726,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2735017801065366,1.8096495960786247,-0.1099440086476312,0.0,1.0,0,2
146,1,-0.2829367337971493,1.8720768319400776,-0.1137367321529285,0.0,1.0,0,2
146,1,-0.2208872926650344,1.6895504744160552,-0.1023585616370365,0.0,1.0,0,2
146,1,-0.2290718979732146,1.7521539117369784,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2372565032813947,1.8147573490579008,-0.1099440086476312,0.0,1.0,0,2
146,1,-0.2039810256167333,1.6916748336630036,-0.1023585616370365,0.0,1.0,0,2
146,1,-0.2115391977727136,1.7543569855254435,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2193935734672311,1.8194956407330865,-0.0549967510045768,0.0,1.0,0,2
146,1,-0.1801507726343545,1.6311234704928683,-0.0985808291337364,0.0,1.0,0,2
146,1,-0.1870543606367659,1.6936300268438726,-0.1023585616370365,0.0,1.0,0,2
146,1,-0.1939853438296631,1.7563846250851582,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.2011879511275568,1.821598565833461,-0.0549967510045768,0.0,1.0,0,2
146,1,-0.1701089903774492,1.6954158584409815,-0.1023585616370365,0.0,1.0,0,2
146,1,-0.1764120915147507,1.758236627653865,-0.1061512851423338,0.0,1.0,0,2
146,1,-0.1829622101613252,1.8235193326033887,-0.0549967510045768,0.0,1.0,0,2
147,1,-0.9318259692811977,2.0317995582382915,-0.4298900706160545,0.0,1.0,0,2
147,1,-0.8861349985776726,1.984302502008253,-0.4179447452051966,0.0,1.0,0,2
147,1,-0.5449392077092242,1.5405213725588014,-0.1804755311307837,0.0,1.0,0,2
147,1,-0.5509027527450169,1.6083584528411663,-0.1534226873481909,0.0,1.0,0,2
